Image Filename,FID Score
0.png,0.0
depth-2.png,0.4584804177284241
depth-adapter-4.png,1.134773850440979
depth-adapter-6.png,0.36715149879455566
depth-adapter-9.png,0.7130864262580872
depth-adapter-lora5.png,0.8577371835708618
depth-adapter-lora7.png,0.7590115666389465
depth-adapter-lora8.png,0.37869998812675476
depth-adapter-2.png,0.6766151189804077
depth-adapter-prompt2.png,0.5847681760787964
depth-adapter-lora11.png,0.3169856667518616
depth-adapter-11.png,0.33744505047798157
depth-4.png,0.5875093936920166
depth-6.png,0.35267576575279236
depth-9.png,0.8048683404922485
depth-adapter-lora1.png,0.5259059071540833
depth-adapter-lora3.png,0.5178099870681763
depth-1.png,0.2887505888938904
depth-3.png,0.15139754116535187
depth-adapter-7.png,0.8738391399383545
depth-adapter-5.png,0.22432374954223633
depth-adapter-8.png,1.3097285032272339
depth-adapter-lora4.png,0.8838775157928467
depth-adapter-lora6.png,0.43857985734939575
depth-adapter-lora9.png,0.5586090683937073
depth-adapter-1.png,0.38183027505874634
depth-adapter-3.png,0.7356051802635193
depth-adapter-prompt1.png,0.4037812352180481
depth-adapter-prompt3.png,1.1071666479110718
depth.png,0.3849788308143616
scene1.png,0.5354089140892029
depth-adapter-lora10.png,0.9197186827659607
depth-adapter-lora12.png,1.134773850440979
depth-adapter-10.png,0.5554594397544861
depth-5.png,0.7877010107040405
depth-7.png,0.9642280340194702
depth-8.png,0.49150359630584717
depth-adapter-lora2.png,0.7619076371192932
depth-10.png,0.4266873896121979
